"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01015","5","1024","73","0","2024","2","",387,3498,3519,3513,40883699,8118216,49040,896,"",0.66,0.55,0.55,0.55,0.37,0.90,0.95,0.68,"",12,3.2,-134,-3.7,-82,-2.3,19,0.5,952513,2.4,-177781,-2.1,-13026,-21.0,37,4.3
"01017","3","1024","73","0","2024","2","N",1,0,0,0,0,0,0,0,"N",3.21,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01017","5","1024","73","0","2024","2","",98,618,688,672,6598336,1545070,16921,770,"",0.60,0.47,0.52,0.50,0.28,0.77,1.36,0.56,"",1,1.0,-202,-24.6,-90,-11.6,73,12.2,828703,14.4,-16680,-1.1,-824,-4.6,164,27.1
"01019","5","1024","73","0","2024","2","",52,390,368,377,4657941,1357062,7895,947,"",0.50,0.50,0.47,0.48,0.41,1.01,1.07,0.85,"",4,8.3,7,1.8,-17,-4.4,31,9.0,699505,17.7,-34581,-2.5,-5559,-41.3,127,15.5
"01021","3","1024","73","0","2024","2","N",1,0,0,0,0,0,0,0,"N",2.74,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","5","1024","73","0","2024","2","",88,302,327,330,3387230,771609,6849,815,"",0.46,0.23,0.25,0.25,0.17,0.40,0.55,0.68,"",8,10.0,10,3.4,8,2.5,15,4.8,195509,6.1,187089,32.0,2233,48.4,20,2.5
"01023","5","1024","73","0","2024","2","",36,150,150,147,1986712,181317,1212,1026,"",0.48,0.31,0.31,0.31,0.20,0.28,0.32,0.65,"",5,16.1,37,32.7,41,37.6,36,32.4,614701,44.8,-4846,-2.6,-1155,-48.8,75,7.9
"01025","1","1024","73","0","2024","2","",1,5,5,5,135179,0,0,2080,"",10.80,1.29,1.30,1.29,1.99,0.00,0.00,1.54,"",0,0.0,0,0.0,0,0.0,-1,-16.7,-14534,-9.7,0,0.0,0,0.0,-79,-3.7
"01025","5","1024","73","0","2024","2","",55,265,260,253,2938552,411142,3784,872,"",0.36,0.22,0.22,0.21,0.15,0.24,0.36,0.67,"",1,1.9,7,2.7,2,0.8,-4,-1.6,146600,5.3,-18975,-4.4,697,22.6,38,4.6
"01027","3","1024","73","0","2024","2","N",1,0,0,0,0,0,0,0,"N",10.03,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01027","5","1024","73","0","2024","2","",21,84,78,80,790056,130195,1930,753,"",0.40,0.14,0.13,0.13,0.09,0.16,0.46,0.66,"",2,10.5,8,10.5,4,5.4,6,8.1,84010,11.9,-11841,-8.3,744,62.7,26,3.6
"01029","5","1024","73","0","2024","2","",28,54,60,60,770382,170064,3339,1022,"",0.46,0.14,0.15,0.15,0.11,0.30,0.84,0.73,"",-1,-3.4,8,17.4,15,33.3,17,39.5,258022,50.4,78239,85.2,2281,215.6,140,15.9
"01031","3","1024","73","0","2024","2","N",2,0,0,0,0,0,0,0,"N",3.68,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","1024","73","0","2024","2","",200,1392,1425,1350,17823117,2217826,12450,987,"",0.70,0.55,0.56,0.54,0.46,0.52,0.58,0.84,"",26,14.9,120,9.4,215,17.8,194,16.8,2066172,13.1,514432,30.2,1822,17.1,-13,-1.3
"01033","3","1024","73","0","2024","2","N",2,0,0,0,0,0,0,0,"N",3.11,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","1024","73","0","2024","2","",177,991,1009,959,14877296,1969389,17176,1160,"",0.52,0.28,0.28,0.27,0.21,0.39,0.54,0.78,"",7,4.1,-41,-4.0,-13,-1.3,-91,-8.7,3168583,27.1,-494294,-20.1,-373,-2.1,290,33.3
"01035","5","1024","73","0","2024","2","",28,196,204,203,2226827,332559,3942,852,"",0.46,0.41,0.42,0.43,0.28,0.43,0.94,0.67,"",-1,-3.4,-5,-2.5,7,3.6,10,5.2,338688,17.9,111501,50.4,1548,64.7,115,15.6
"01037","5","1024","73","0","2024","2","",14,33,34,34,794390,90802,710,1815,"",0.43,0.15,0.16,0.16,0.22,0.32,0.27,1.37,"",-1,-6.7,8,32.0,10,41.7,4,13.3,242149,43.8,-38771,-29.9,-763,-51.8,202,12.5
"01039","3","1024","73","0","2024","2","N",2,0,0,0,0,0,0,0,"N",4.47,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","1024","73","0","2024","2","",127,668,639,618,7848547,1052172,6647,941,"",0.54,0.38,0.36,0.35,0.28,0.41,0.40,0.77,"",3,2.4,18,2.8,0,0.0,-44,-6.6,394919,5.3,46083,4.6,-1357,-17.0,59,6.7
"01041","5","1024","73","0","2024","2","",22,298,287,283,2875306,159531,660,764,"",0.36,0.60,0.58,0.56,0.34,0.25,0.13,0.60,"",3,15.8,7,2.4,-1,-0.3,-1,-0.4,-360436,-11.1,-811882,-83.6,-2757,-80.7,-101,-11.7
"01043","3","1024","73","0","2024","2","N",1,0,0,0,0,0,0,0,"N",1.09,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","5","1024","73","0","2024","2","",272,1890,1920,1845,23076140,4057661,26539,942,"",0.56,0.42,0.42,0.41,0.30,0.57,0.73,0.73,"",27,11.0,164,9.5,202,11.8,163,9.7,3435858,17.5,37649,0.9,1260,5.0,58,6.6
"01045","1","1024","73","0","2024","2","",5,26,26,26,524873,0,0,1553,"",35.53,3.06,3.04,3.01,2.63,0.00,0.00,0.86,"",0,0.0,-2,-7.1,-1,-3.7,-2,-7.1,-9554,-1.8,0,0.0,0,0.0,67,4.5
"01045","3","1024","73","0","2024","2","N",2,0,0,0,0,0,0,0,"N",4.52,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","1024","73","0","2024","2","",182,1735,1756,1739,27651887,3251906,20064,1220,"",0.78,0.66,0.66,0.65,0.47,1.18,1.03,0.71,"",9,5.2,60,3.6,75,4.5,34,2.0,2095403,8.2,-512068,-13.6,-51551,-72.0,55,4.7
"01047","1","1024","73","0","2024","2","",1,18,18,18,562445,0,0,2404,"",8.16,3.36,3.40,3.37,6.00,0.00,0.00,1.78,"",0,0.0,-1,-5.3,0,0.0,1,5.9,-40157,-6.7,0,0.0,0,0.0,-171,-6.6
"01047","3","1024","73","0","2024","2","N",2,0,0,0,0,0,0,0,"N",5.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","1024","73","0","2024","2","",100,761,707,675,7312844,1717140,15673,787,"",0.49,0.46,0.43,0.41,0.26,0.67,0.69,0.61,"",1,1.0,26,3.5,-14,-1.9,-44,-6.1,581013,8.6,-291585,-14.5,-7964,-33.7,73,10.2
"01049","5","1024","73","0","2024","2","",177,1350,1362,1323,15261215,4187626,17291,873,"",0.57,0.40,0.40,0.39,0.28,0.81,0.68,0.70,"",12,7.3,22,1.7,22,1.6,-69,-5.0,1394874,10.1,85022,2.1,-5838,-25.2,85,10.8
"01051","3","1024","73","0","2024","2","",3,4,4,8,204785,36924,997,2954,"",4.24,0.29,0.29,0.57,1.39,8.18,77.14,3.63,"N",2,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","1024","73","0","2024","2","",285,1484,1522,1500,29237954,1793303,10716,1497,"",0.77,0.48,0.48,0.48,0.58,0.36,0.45,1.22,"",20,7.5,328,28.4,286,23.1,276,22.5,10045860,52.3,-346354,-16.2,-4834,-31.1,272,22.2
"01053","3","1024","73","0","2024","2","N",1,0,0,0,0,0,0,0,"N",2.70,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01053","5","1024","73","0","2024","2","",109,903,887,888,9165153,1364594,7281,790,"",0.56,0.48,0.47,0.47,0.29,0.55,0.55,0.61,"",3,2.8,92,11.3,20,2.3,13,1.5,-199954,-2.1,-379340,-21.8,-9824,-57.4,-57,-6.7
"01055","3","1024","73","0","2024","2","",3,27,27,27,321200,0,0,915,"",3.10,1.27,1.26,1.26,1.46,0.00,0.00,1.16,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01055","5","1024","73","0","2024","2","",310,2590,2608,2595,32116400,7137680,34536,951,"",0.61,0.54,0.54,0.54,0.43,0.84,0.77,0.79,"",13,4.4,127,5.2,165,6.8,153,6.3,3566224,12.5,403236,6.0,-13993,-28.8,54,6.0
"01057","5","1024","73","0","2024","2","",31,181,181,165,2474127,734020,15456,1083,"",0.41,0.32,0.32,0.29,0.30,0.92,2.36,0.99,"",0,0.0,117,182.8,105,138.2,42,34.1,1583330,177.7,402736,121.6,10333,201.7,301,38.5
"01059","5","1024","73","0","2024","2","",66,334,333,338,3900098,595528,3157,896,"",0.46,0.21,0.22,0.21,0.15,0.27,0.25,0.71,"",0,0.0,-41,-10.9,-34,-9.3,17,5.3,-338877,-8.0,-200657,-25.2,-8857,-73.7,-24,-2.6
"01061","5","1024","73","0","2024","2","",69,349,367,357,3771678,670109,3192,811,"",0.55,0.44,0.46,0.45,0.34,0.53,0.50,0.76,"",3,4.5,-56,-13.8,-28,-7.1,-11,-3.0,358951,10.5,-180580,-21.2,-5752,-64.3,137,20.3
"01063","3","1024","73","0","2024","2","N",1,0,0,0,0,0,0,0,"N",14.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01063","5","1024","73","0","2024","2","",7,31,34,32,385210,50174,1196,916,"",0.19,0.12,0.13,0.12,0.11,0.11,0.32,0.85,"",0,0.0,18,138.5,21,161.5,20,166.7,191011,98.4,37396,292.7,827,224.1,-263,-22.3
"01065","1","1024","73","0","2024","2","",1,4,5,4,106967,0,0,1899,"",24.22,3.29,4.10,3.28,5.22,0.00,0.00,1.47,"",0,0.0,-1,-20.0,0,0.0,-1,-20.0,-28738,-21.2,0,0.0,0,0.0,-189,-9.1
"01065","5","1024","73","0","2024","2","",24,114,116,111,1294110,262426,1049,876,"",0.35,0.30,0.31,0.29,0.21,0.52,0.33,0.71,"",5,26.3,20,21.3,16,16.0,17,18.1,312613,31.9,88069,50.5,-503,-32.4,90,11.5
"01067","3","1024","73","0","2024","2","N",1,0,0,0,0,0,0,0,"N",6.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01067","5","1024","73","0","2024","2","",56,524,521,511,8968818,843491,3299,1330,"",0.64,0.90,0.90,0.90,0.87,1.10,0.93,0.97,"",5,9.8,57,12.2,57,12.3,28,5.8,1538349,20.7,200543,31.2,1065,47.7,117,9.6
"01069","3","1024","73","0","2024","2","N",1,0,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","1024","73","0","2024","2","",525,4425,4492,4443,53537028,9032329,46772,925,"",0.68,0.60,0.61,0.60,0.42,0.76,0.76,0.70,"",17,3.3,-117,-2.6,0,0.0,34,0.8,2784686,5.5,-150670,-1.6,-24611,-34.5,54,6.2
"01071","5","1024","73","0","2024","2","",129,431,417,410,6312998,755700,7664,1158,"",0.52,0.19,0.18,0.18,0.17,0.22,0.36,0.91,"",5,4.0,11,2.6,0,0.0,-30,-6.8,504494,8.7,-84799,-10.1,-885,-10.4,108,10.3
"01073","1","1024","73","0","2024","2","",1,20,20,20,483900,0,0,1861,"",0.35,0.12,0.12,0.12,0.12,0.00,0.00,1.01,"",0,0.0,0,0.0,0,0.0,0,0.0,10958,2.3,0,0.0,0,0.0,42,2.3
"01073","3","1024","73","0","2024","2","N",17,0,0,0,0,0,0,0,"N",1.87,0,0,0,0,0,0,0,"N",2,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","1024","73","0","2024","2","",4667,49329,49785,49567,904712831,83523137,449285,1404,"",0.97,0.93,0.93,0.93,0.73,1.14,1.03,0.79,"",262,5.9,-1507,-3.0,-914,-1.8,-1079,-2.1,3473977,0.4,-8879152,-9.6,-165075,-26.9,37,2.7
"01075","3","1024","73","0","2024","2","N",1,0,0,0,0,0,0,0,"N",8.40,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01075","5","1024","73","0","2024","2","",31,268,267,270,3846593,289764,1166,1103,"",0.49,0.53,0.53,0.54,0.45,0.46,0.31,0.85,"",1,3.3,-12,-4.3,-8,-2.9,-4,-1.5,-228309,-5.6,9313,3.3,-745,-39.0,-31,-2.7
"01077","1","1024","73","0","2024","2","",1,25,25,26,479470,0,0,1456,"",3.12,1.74,1.73,1.81,2.10,0.00,0.00,1.19,"",0,0.0,-1,-3.8,0,0.0,1,4.0,36549,8.3,0,0.0,0,0.0,111,8.3
"01077","3","1024","73","0","2024","2","N",2,0,0,0,0,0,0,0,"N",1.98,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","1024","73","0","2024","2","",378,2177,2144,2151,25990458,3829000,22474,927,"",0.71,0.48,0.48,0.49,0.38,0.52,0.46,0.79,"",23,6.5,-163,-7.0,-126,-5.6,-138,-6.0,-855703,-3.2,-878663,-18.7,-9738,-30.2,29,3.2
"01079","3","1024","73","0","2024","2","N",1,0,0,0,0,0,0,0,"N",4.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01079","5","1024","73","0","2024","2","",57,574,561,570,11107789,562223,8061,1503,"",0.49,0.66,0.64,0.65,0.76,0.39,0.46,1.17,"",-2,-3.4,83,16.9,78,16.1,54,10.5,1854156,20.0,204778,57.3,5620,230.2,70,4.9
"01081","3","1024","73","0","2024","2","",3,54,52,50,582131,0,0,861,"",1.73,1.26,1.21,1.17,1.16,0.00,0.00,0.95,"",0,0.0,-1,-1.8,-3,-5.5,-6,-10.7,-32384,-5.3,0,0.0,0,0.0,7,0.8
"01081","5","1024","73","0","2024","2","",833,7110,7233,7237,74919925,15678539,120382,801,"",0.91,0.73,0.75,0.75,0.44,1.07,1.25,0.59,"",43,5.4,474,7.1,426,6.3,220,3.1,7363797,10.9,-1282325,-7.6,-58519,-32.7,39,5.1
"01083","3","1024","73","0","2024","2","N",2,0,0,0,0,0,0,0,"N",2.49,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01083","5","1024","73","0","2024","2","",360,1771,1756,1766,27369194,3264170,30090,1193,"",0.85,0.36,0.35,0.36,0.27,0.39,0.56,0.75,"",52,16.9,131,8.0,62,3.7,136,8.3,2884631,11.8,13768,0.4,-1540,-4.9,55,4.8
"01085","1","1024","73","0","2024","2","",1,10,10,11,200802,0,0,1495,"",38.76,8.20,8.26,8.88,7.10,0.00,0.00,0.84,"",0,0.0,0,0.0,0,0.0,1,10.0,-12537,-5.9,0,0.0,0,0.0,-146,-8.9
"01085","5","1024","73","0","2024","2","",13,22,22,23,491165,23867,230,1692,"",0.30,0.06,0.06,0.06,0.06,0.05,0.05,0.99,"",-2,-13.3,-1,-4.3,-3,-12.0,0,0.0,98043,24.9,-20156,-45.8,-621,-73.0,414,32.4
"01087","3","1024","73","0","2024","2","N",1,0,0,0,0,0,0,0,"N",8.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01087","5","1024","73","0","2024","2","",28,322,339,324,3619530,1166174,11048,848,"",0.44,0.46,0.48,0.46,0.28,1.38,1.55,0.60,"",1,3.7,47,17.1,88,35.1,82,33.9,1088091,43.0,35566,3.1,7212,188.0,87,11.4
"01089","1","1024","73","0","2024","2","",8,944,945,943,27880956,0,0,2272,"",4.62,8.85,8.82,8.68,9.67,0.00,0.00,1.10,"",0,0.0,-4,-0.4,-2,-0.2,6,0.6,-489404,-1.7,0,0.0,0,0.0,-40,-1.7
"01089","3","1024","73","0","2024","2","",40,538,526,522,11158639,365954,6092,1624,"",7.35,3.66,3.55,3.48,4.41,9.25,44.85,1.24,"",16,66.7,192,55.5,185,54.3,180,52.6,3428616,44.4,96566,35.8,4693,335.5,-110,-6.3
"01089","5","1024","73","0","2024","2","",3524,57364,57444,57250,1454954755,59690433,311253,1951,"",1.23,1.72,1.72,1.71,1.69,1.38,1.24,0.98,"",256,7.8,-167,-0.3,-275,-0.5,-1140,-2.0,67224241,4.8,-2397983,-3.9,-77634,-20.0,107,5.8
"01091","1","1024","73","0","2024","2","",1,15,15,16,290773,0,0,1459,"",13.96,4.40,4.39,4.70,4.58,0.00,0.00,1.02,"",0,0.0,0,0.0,0,0.0,1,6.7,-33165,-10.2,0,0.0,0,0.0,-202,-12.2
"01091","3","1024","73","0","2024","2","N",1,0,0,0,0,0,0,0,"N",4.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01091","5","1024","73","0","2024","2","",43,850,845,842,10966718,706069,2639,998,"",0.36,0.80,0.80,0.80,0.58,0.51,0.36,0.73,"",2,4.9,33,4.0,36,4.4,37,4.6,-74512,-0.7,82444,13.2,-429,-14.0,-50,-4.8
"01093","5","1024","73","0","2024","2","",49,159,156,154,1739642,272182,1991,856,"",0.33,0.11,0.10,0.10,0.07,0.13,0.18,0.69,"",3,6.5,-398,-71.5,-337,-68.4,-292,-65.5,-1916349,-52.4,-663346,-70.9,-7521,-79.1,292,51.8
"01095","1","1024","73","0","2024","2","",1,9,9,9,148163,0,0,1266,"",3.08,0.47,0.47,0.47,0.47,0.00,0.00,0.99,"",0,0.0,1,12.5,1,12.5,1,12.5,-4031,-2.6,0,0.0,0,0.0,-197,-13.5
"01095","3","1024","73","0","2024","2","",3,21,21,22,306278,0,0,1104,"",2.94,0.80,0.80,0.84,1.10,0.00,0.00,1.36,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01095","5","1024","73","0","2024","2","",330,2957,2897,2903,36705780,5366251,26568,967,"",0.61,0.50,0.49,0.49,0.39,0.58,0.62,0.79,"",16,5.1,-171,-5.5,-121,-4.0,-147,-4.8,2479047,7.2,-1023638,-16.0,-9664,-26.7,108,12.6
"01097","1","1024","73","0","2024","2","",3,651,649,651,17946446,0,0,2123,"",1.95,8.07,7.99,7.94,10.53,0.00,0.00,1.32,"",0,0.0,10,1.6,8,1.2,9,1.4,-123803,-0.7,0,0.0,0,0.0,-44,-2.0
"01097","3","1024","73","0","2024","2","",8,41,41,41,726521,8000,16,1363,"",1.66,0.37,0.36,0.36,0.49,0.23,0.12,1.33,"",1,14.3,4,10.8,4,10.8,4,10.8,117495,19.3,8000,100.0,16,100.0,97,7.7
"01097","5","1024","73","0","2024","2","",2064,19909,19868,19618,317238768,32429679,209724,1233,"",0.81,0.79,0.79,0.78,0.62,0.86,0.84,0.80,"",94,4.8,-1119,-5.3,-949,-4.6,-1025,-5.0,-2456545,-0.8,-5495996,-14.5,-145602,-41.0,52,4.4
"01099","1","1024","73","0","2024","2","",1,1,1,1,23359,0,0,1797,"",16.05,0.36,0.36,0.37,0.46,0.00,0.00,1.27,"",0,0.0,0,0.0,0,0.0,0,0.0,-3175,-12.0,0,0.0,0,0.0,-244,-12.0
"01099","3","1024","73","0","2024","2","N",2,0,0,0,0,0,0,0,"N",10.21,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01099","5","1024","73","0","2024","2","",42,338,351,372,4615776,873767,3492,1004,"",0.41,0.39,0.41,0.44,0.31,0.75,0.58,0.74,"",3,7.7,23,7.3,13,3.8,33,9.7,466462,11.2,209156,31.5,-505,-12.6,39,4.0
"01101","1","1024","73","0","2024","2","",4,11,11,10,177944,0,0,1283,"",4.37,0.18,0.18,0.16,0.14,0.00,0.00,0.78,"",0,0.0,-2,-15.4,-2,-15.4,-2,-16.7,-51301,-22.4,0,0.0,0,0.0,-109,-7.8
"01101","3","1024","73","0","2024","2","",12,197,199,196,4097060,171179,2845,1597,"",4.17,2.37,2.37,2.33,3.59,7.62,31.82,1.52,"",5,71.4,120,155.8,122,158.4,120,157.9,2532483,161.9,35179,25.9,-827,-22.5,27,1.7
"01101","5","1024","73","0","2024","2","",1469,17139,17125,16729,237083531,33073327,252781,1073,"",0.97,0.91,0.91,0.89,0.61,1.35,1.53,0.68,"",57,4.0,160,0.9,272,1.6,-190,-1.1,4268929,1.8,-2123889,-6.0,-71980,-22.2,14,1.3
"01103","1","1024","73","0","2024","2","",1,5,5,5,61118,0,0,940,"",2.36,0.20,0.20,0.20,0.12,0.00,0.00,0.59,"",0,0.0,1,25.0,1,25.0,1,25.0,-20765,-25.4,0,0.0,0,0.0,-635,-40.3
"01103","3","1024","73","0","2024","2","",3,44,44,43,585660,0,0,1032,"",2.25,1.31,1.30,1.25,1.30,0.00,0.00,1.01,"",0,0.0,2,4.8,2,4.8,2,4.9,37453,6.8,0,0.0,0,0.0,20,2.0
"01103","5","1024","73","0","2024","2","",483,5577,5660,5624,75257864,13429634,56801,1030,"",0.69,0.73,0.74,0.73,0.49,1.11,0.92,0.67,"",22,4.8,22,0.4,59,1.1,-112,-2.0,655269,0.9,280329,2.1,-35106,-38.2,11,1.1
"01105","5","1024","73","0","2024","2","",20,138,136,140,1826653,264474,2762,1018,"",0.53,0.51,0.50,0.52,0.48,0.67,0.77,0.93,"",-1,-4.8,7,5.3,6,4.6,-3,-2.1,418076,29.7,2010,0.8,256,10.2,213,26.5
"01107","1","1024","73","0","2024","2","",1,6,6,6,131286,0,0,1683,"",20.12,3.40,3.38,3.44,4.22,0.00,0.00,1.24,"",0,0.0,0,0.0,0,0.0,0,0.0,-7599,-5.5,0,0.0,0,0.0,-98,-5.5
