"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01009","5","1024","73","0","2024","1","",104,408,419,416,5789594,2727670,13100,1075,"",0.52,0.31,0.32,0.32,0.29,0.31,0.33,0.93,"",1,1.0,-49,-10.7,-56,-11.8,-48,-10.3,-196507,-3.3,-318686,-10.5,-4981,-27.5,85,8.6
"01011","5","1024","73","0","2024","1","",13,238,234,238,3981425,1976000,4634,1294,"",0.29,0.59,0.57,0.58,0.58,0.59,0.21,1.00,"",3,30.0,30,14.4,51,27.9,44,22.7,1339584,50.7,71010,3.7,-9865,-68.0,252,24.2
"01013","5","1024","73","0","2024","1","",47,781,763,682,7270210,5123229,21472,754,"",0.41,0.78,0.76,0.69,0.47,0.65,0.51,0.63,"",-4,-7.8,1,0.1,-68,-8.2,-145,-17.5,-260615,-3.5,-95360,-1.8,-47706,-69.0,41,5.8
"01015","1","1024","73","0","2024","1","",5,36,34,33,725972,0,0,1627,"",13.82,1.76,1.66,1.61,2.10,0.00,0.00,1.25,"",0,0.0,-4,-10.0,-6,-15.0,-8,-19.5,-57170,-7.3,0,0.0,0,0.0,133,8.9
"01015","3","1024","73","0","2024","1","N",4,0,0,0,0,0,0,0,"N",3.54,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","1024","73","0","2024","1","",388,3398,3370,3499,39912690,22005320,121482,897,"",0.65,0.54,0.53,0.55,0.34,0.52,0.60,0.64,"",22,6.0,-229,-6.3,-375,-10.0,-135,-3.7,132960,0.3,-1208337,-5.2,-25559,-17.4,63,7.6
"01017","3","1024","73","0","2024","1","N",1,0,0,0,0,0,0,0,"N",3.21,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01017","5","1024","73","0","2024","1","",103,547,542,557,5978852,3900158,39094,838,"",0.63,0.43,0.42,0.43,0.27,0.39,0.82,0.63,"",6,6.2,-189,-25.7,-234,-30.2,-234,-29.6,-25377,-0.4,-446355,-10.3,-4044,-9.4,236,39.2
"01019","5","1024","73","0","2024","1","",51,415,407,394,4858373,2934173,18373,922,"",0.50,0.54,0.53,0.51,0.42,0.54,0.77,0.79,"",3,6.2,58,16.2,64,18.7,48,13.9,1057949,27.8,578987,24.6,-2027,-9.9,84,10.0
"01021","3","1024","73","0","2024","1","N",1,0,0,0,0,0,0,0,"N",2.69,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01021","5","1024","73","0","2024","1","",87,314,323,297,3101430,2081898,15972,766,"",0.45,0.24,0.25,0.23,0.15,0.21,0.27,0.62,"",8,10.1,-13,-4.0,2,0.6,-3,-1.0,-48300,-1.5,18885,0.9,3608,29.2,-1,-0.1
"01023","5","1024","73","0","2024","1","",35,138,134,140,1833744,1028683,6828,1027,"",0.46,0.29,0.28,0.29,0.19,0.25,0.38,0.65,"",5,16.7,24,21.1,19,16.5,23,19.7,602055,48.9,214515,26.3,295,4.5,206,25.1
"01025","1","1024","73","0","2024","1","",1,5,5,5,126598,0,0,1948,"",10.39,1.29,1.29,1.29,1.99,0.00,0.00,1.54,"",0,0.0,0,0.0,0,0.0,0,0.0,-8936,-6.6,0,0.0,0,0.0,-137,-6.6
"01025","5","1024","73","0","2024","1","",53,235,257,259,2610281,1715251,11204,802,"",0.34,0.20,0.21,0.22,0.12,0.19,0.24,0.58,"",-1,-1.9,2,0.9,28,12.2,3,1.2,34462,1.3,42801,2.6,-228,-2.0,-26,-3.1
"01027","3","1024","73","0","2024","1","N",1,0,0,0,0,0,0,0,"N",10.03,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01027","5","1024","73","0","2024","1","",20,75,78,76,852875,540893,6198,859,"",0.38,0.12,0.13,0.12,0.09,0.11,0.34,0.72,"",2,11.1,-3,-3.8,4,5.4,1,1.3,166368,24.2,74761,16.0,3300,113.9,161,23.1
"01029","5","1024","73","0","2024","1","",27,44,43,43,497408,295856,3147,883,"",0.44,0.11,0.11,0.11,0.07,0.10,0.19,0.64,"",-1,-3.6,-7,-13.7,-5,-10.4,-3,-6.5,-15642,-3.0,-19171,-6.1,-355,-10.1,66,8.1
"01031","3","1024","73","0","2024","1","N",2,0,0,0,0,0,0,0,"N",3.66,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","1024","73","0","2024","1","",201,1343,1356,1378,17300353,9613184,48346,979,"",0.70,0.54,0.54,0.55,0.45,0.48,0.58,0.83,"",28,16.2,-48,-3.5,-36,-2.6,52,3.9,-628138,-3.5,-705974,-6.8,6466,15.4,-28,-2.8
"01033","3","1024","73","0","2024","1","N",2,0,0,0,0,0,0,0,"N",3.18,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","1024","73","0","2024","1","",169,903,936,948,10807138,6740453,38003,895,"",0.51,0.26,0.26,0.27,0.16,0.24,0.25,0.59,"",2,1.2,-169,-15.8,-107,-10.3,-98,-9.4,-5577178,-34.0,-1010069,-13.0,-11537,-23.3,-301,-25.2
"01035","5","1024","73","0","2024","1","",27,162,170,175,1675147,1204396,8370,762,"",0.45,0.34,0.36,0.37,0.23,0.34,0.58,0.64,"",-3,-10.0,-36,-18.2,-46,-21.3,-28,-13.8,-45072,-2.6,21154,1.8,-1340,-13.8,119,18.5
"01037","5","1024","73","0","2024","1","",14,36,34,34,633099,365671,3353,1405,"",0.43,0.17,0.16,0.16,0.17,0.20,0.27,1.00,"",0,0.0,6,20.0,6,21.4,9,36.0,94933,17.6,57933,18.8,1779,113.0,-91,-6.1
"01039","3","1024","73","0","2024","1","N",2,0,0,0,0,0,0,0,"N",4.45,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","1024","73","0","2024","1","",124,656,622,651,6900551,3714319,19650,826,"",0.52,0.38,0.36,0.37,0.25,0.29,0.28,0.67,"",2,1.6,24,3.8,13,2.1,17,2.7,28114,0.4,698,0.0,-5231,-21.0,-20,-2.4
"01041","5","1024","73","0","2024","1","",23,281,303,300,3545456,2370516,5532,926,"",0.35,0.54,0.60,0.59,0.45,0.58,0.17,0.78,"",5,27.8,200,246.9,66,27.8,38,14.5,1678854,89.9,710926,42.8,1038,23.1,183,24.6
"01043","3","1024","73","0","2024","1","N",1,0,0,0,0,0,0,0,"N",1.10,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","5","1024","73","0","2024","1","",265,1724,1736,1693,22480467,12506159,58438,1007,"",0.55,0.39,0.39,0.38,0.29,0.34,0.43,0.75,"",24,10.0,-17,-1.0,-79,-4.4,-82,-4.6,149888,0.7,-289452,-2.3,-5088,-8.0,40,4.1
"01045","1","1024","73","0","2024","1","",5,26,25,27,414132,0,0,1225,"",34.57,3.08,2.93,3.16,2.46,0.00,0.00,0.80,"",0,0.0,-4,-13.3,-4,-13.8,-1,-3.6,-60944,-12.8,0,0.0,0,0.0,-35,-2.8
"01045","3","1024","73","0","2024","1","N",2,0,0,0,0,0,0,0,"N",4.42,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","1024","73","0","2024","1","",181,1670,1709,1751,27332780,13862627,79120,1230,"",0.76,0.64,0.65,0.66,0.48,0.71,0.94,0.74,"",10,5.8,34,2.1,51,3.1,36,2.1,2635861,10.7,1246807,9.9,-17405,-18.0,92,8.1
"01047","1","1024","73","0","2024","1","",1,18,17,17,493162,0,0,2189,"",8.05,3.47,3.21,3.22,6.21,0.00,0.00,1.88,"",0,0.0,0,0.0,-1,-5.6,-2,-10.5,6763,1.4,0,0.0,0,0.0,148,7.3
"01047","3","1024","73","0","2024","1","N",2,0,0,0,0,0,0,0,"N",5.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01047","5","1024","73","0","2024","1","",100,709,781,767,7140378,4794080,52390,730,"",0.49,0.44,0.48,0.47,0.27,0.39,0.59,0.58,"",2,2.0,57,8.7,79,11.3,69,9.9,1469268,25.9,743180,18.3,3157,6.4,92,14.4
"01049","5","1024","73","0","2024","1","",172,1188,1210,1243,12799970,8426044,33033,811,"",0.56,0.36,0.36,0.37,0.22,0.30,0.29,0.61,"",10,6.2,-183,-13.3,-105,-8.0,-108,-8.0,-676193,-5.0,-705623,-7.7,-17596,-34.8,41,5.3
"01051","3","1024","73","0","2024","1","N",2,0,0,0,0,0,0,0,"N",2.88,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","1024","73","0","2024","1","",281,1420,1444,1452,28214125,11260718,48056,1509,"",0.77,0.47,0.47,0.47,0.57,0.50,0.53,1.21,"",20,7.7,274,23.9,294,25.6,298,25.8,9949555,54.5,2754718,32.4,-5227,-9.8,287,23.5
"01053","3","1024","73","0","2024","1","N",1,0,0,0,0,0,0,0,"N",2.67,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01053","5","1024","73","0","2024","1","",107,892,914,923,9437869,5984866,26416,798,"",0.54,0.48,0.49,0.49,0.28,0.42,0.41,0.58,"",-2,-1.8,125,16.3,128,16.3,126,15.8,843168,9.8,681128,12.8,-22968,-46.5,-46,-5.5
"01055","3","1024","73","0","2024","1","N",2,0,0,0,0,0,0,0,"N",2.07,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01055","5","1024","73","0","2024","1","",301,2383,2487,2563,27397374,17173689,78784,851,"",0.59,0.50,0.52,0.53,0.36,0.45,0.46,0.70,"",9,3.1,9,0.4,31,1.3,127,5.2,2324240,9.3,847262,5.2,-31578,-28.6,55,6.9
"01057","5","1024","73","0","2024","1","",31,92,109,138,1603090,847333,12020,1091,"",0.39,0.17,0.19,0.25,0.18,0.24,0.75,0.91,"",1,3.3,27,41.5,48,78.7,78,130.0,949324,145.2,426065,101.1,8895,284.6,280,34.5
"01059","5","1024","73","0","2024","1","",67,393,382,357,4733041,2602458,17152,965,"",0.47,0.25,0.24,0.23,0.19,0.20,0.24,0.79,"",5,8.1,66,20.2,50,15.1,9,2.6,314658,7.1,144913,5.9,-9926,-36.7,-48,-4.7
"01061","5","1024","73","0","2024","1","",67,350,346,349,3602098,2173966,9541,795,"",0.52,0.44,0.44,0.44,0.31,0.35,0.41,0.71,"",5,8.1,-84,-19.4,-43,-11.1,-58,-14.3,-117747,-3.2,-384493,-15.0,-13926,-59.3,97,13.9
"01063","3","1024","73","0","2024","1","N",1,0,0,0,0,0,0,0,"N",14.31,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01063","5","1024","73","0","2024","1","N",7,0,0,0,0,0,0,0,"N",0.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01065","1","1024","73","0","2024","1","",1,4,4,4,88723,0,0,1706,"",23.94,3.28,3.28,3.28,4.67,0.00,0.00,1.42,"",0,0.0,-1,-20.0,-1,-20.0,-1,-20.0,-14419,-14.0,0,0.0,0,0.0,119,7.5
"01065","5","1024","73","0","2024","1","",23,106,111,111,1311904,792936,4423,923,"",0.34,0.28,0.29,0.29,0.21,0.31,0.35,0.71,"",4,21.1,12,12.8,18,19.4,11,11.0,225726,20.8,68807,9.5,-536,-10.8,50,5.7
"01067","3","1024","73","0","2024","1","N",1,0,0,0,0,0,0,0,"N",5.84,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01067","5","1024","73","0","2024","1","",55,518,515,523,7805415,3892261,14010,1158,"",0.61,0.90,0.89,0.90,0.79,0.92,0.94,0.88,"",3,5.8,40,8.4,31,6.4,57,12.2,815303,11.7,375339,10.7,2473,21.4,28,2.5
"01069","3","1024","73","0","2024","1","N",1,0,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","1024","73","0","2024","1","",527,4313,4381,4393,49844438,27822808,140308,879,"",0.68,0.59,0.60,0.60,0.37,0.49,0.61,0.63,"",37,7.6,-95,-2.2,-198,-4.3,-190,-4.1,1383096,2.9,-678417,-2.4,-49347,-26.0,55,6.7
"01071","5","1024","73","0","2024","1","",126,463,434,430,6051335,3084292,27131,1052,"",0.50,0.21,0.19,0.19,0.16,0.16,0.27,0.82,"",5,4.1,66,16.6,33,8.2,27,6.7,901278,17.5,390247,14.5,1529,6.0,62,6.3
"01073","1","1024","73","0","2024","1","",1,20,19,19,387182,0,0,1541,"",0.34,0.12,0.11,0.11,0.10,0.00,0.00,0.85,"",0,0.0,0,0.0,-1,-5.0,-1,-5.0,-16885,-4.2,0,0.0,0,0.0,-13,-0.8
"01073","3","1024","73","0","2024","1","",17,262,262,267,3614354,75761,552,1054,"",1.87,1.13,1.13,1.15,0.99,0.20,0.36,0.88,"",2,13.3,13,5.2,15,6.1,9,3.5,422713,13.2,54171,250.9,-47,-7.8,77,7.9
"01073","5","1024","73","0","2024","1","",4616,48927,49730,48990,1004342167,373165540,1624796,1570,"",0.97,0.92,0.93,0.92,0.74,0.87,0.83,0.80,"",315,7.3,-1398,-2.8,-1312,-2.6,-1701,-3.4,23588966,2.4,-12265168,-3.2,-467691,-22.4,82,5.5
"01075","3","1024","73","0","2024","1","N",1,0,0,0,0,0,0,0,"N",7.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01075","5","1024","73","0","2024","1","",32,272,278,278,4313365,1896710,5138,1202,"",0.48,0.53,0.53,0.53,0.47,0.43,0.21,0.88,"",3,10.3,-6,-2.2,-3,-1.1,0,0.0,117431,2.8,-20229,-1.1,-1512,-22.7,45,3.9
"01077","1","1024","73","0","2024","1","",1,24,24,25,398771,0,0,1261,"",3.07,1.69,1.68,1.73,1.87,0.00,0.00,1.10,"",0,0.0,-3,-11.1,-2,-7.7,-1,-3.8,-5939,-1.5,0,0.0,0,0.0,79,6.7
"01077","3","1024","73","0","2024","1","N",2,0,0,0,0,0,0,0,"N",1.97,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","1024","73","0","2024","1","",369,2210,2241,2214,25255456,14701221,69674,874,"",0.69,0.50,0.51,0.49,0.35,0.46,0.42,0.70,"",15,4.2,-102,-4.4,-82,-3.5,-86,-3.7,-241130,-0.9,-690451,-4.5,-23359,-25.1,26,3.1
"01079","3","1024","73","0","2024","1","N",1,0,0,0,0,0,0,0,"N",4.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01079","5","1024","73","0","2024","1","",59,501,549,563,11782864,3322630,14501,1686,"",0.49,0.62,0.66,0.66,0.83,0.58,0.39,1.28,"",3,5.4,77,18.2,90,19.6,96,20.6,2243496,23.5,527276,18.9,4071,39.0,55,3.4
"01081","3","1024","73","0","2024","1","",3,55,55,54,663729,0,0,934,"",1.74,1.33,1.30,1.28,1.43,0.00,0.00,1.10,"",0,0.0,2,3.8,0,0.0,-1,-1.8,22150,3.5,0,0.0,0,0.0,26,2.9
"01081","5","1024","73","0","2024","1","",828,6696,6866,7072,73210434,42391156,278002,819,"",0.91,0.71,0.71,0.73,0.42,0.66,0.81,0.59,"",68,8.9,365,5.8,576,9.2,699,11.0,6653151,10.0,2322650,5.8,27330,10.9,10,1.2
"01083","3","1024","73","0","2024","1","N",2,0,0,0,0,0,0,0,"N",2.52,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01083","5","1024","73","0","2024","1","",346,1657,1708,1672,25799061,12329439,66043,1182,"",0.83,0.35,0.34,0.34,0.25,0.30,0.27,0.73,"",47,15.7,10,0.6,26,1.5,4,0.2,2282843,9.7,143630,1.2,-15823,-19.3,96,8.8
"01085","1","1024","73","0","2024","1","",1,10,10,10,174719,0,0,1344,"",36.29,8.07,8.09,8.18,6.49,0.00,0.00,0.80,"",0,0.0,1,11.1,1,11.1,1,11.1,39410,29.1,0,0.0,0,0.0,188,16.3
"01085","5","1024","73","0","2024","1","",13,27,26,27,417279,199216,2144,1204,"",0.29,0.07,0.07,0.07,0.05,0.06,0.07,0.66,"",0,0.0,5,22.7,2,8.3,4,17.4,59985,16.8,27363,15.9,1016,90.1,9,0.8
"01087","3","1024","73","0","2024","1","N",1,0,0,0,0,0,0,0,"N",8.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01087","5","1024","73","0","2024","1","",28,308,352,389,3974413,2102385,17463,874,"",0.44,0.45,0.50,0.55,0.29,0.66,0.89,0.59,"",4,16.7,33,12.0,79,28.9,127,48.5,963593,32.0,19215,0.9,10657,156.6,16,1.9
"01089","1","1024","73","0","2024","1","",8,957,949,945,20486619,0,0,1658,"",4.64,9.06,8.88,8.83,7.87,0.00,0.00,0.88,"",0,0.0,-15,-1.5,-14,-1.5,-12,-1.3,-2786223,-12.0,0,0.0,0,0.0,-199,-10.7
"01089","3","1024","73","0","2024","1","",37,494,501,508,10655468,2471334,32118,1636,"",6.86,3.46,3.46,3.49,4.56,10.84,36.19,1.31,"",12,48.0,146,42.0,154,44.4,162,46.8,2404273,29.1,1105795,81.0,24827,340.5,-193,-10.6
"01089","5","1024","73","0","2024","1","",3462,56969,57746,57523,1510211412,446915867,1612825,2023,"",1.22,1.74,1.74,1.73,1.73,1.71,1.44,0.99,"",284,8.9,243,0.4,654,1.1,294,0.5,85416720,6.0,3248283,0.7,-247541,-13.3,101,5.3
"01091","1","1024","73","0","2024","1","",1,14,15,15,279746,0,0,1467,"",13.86,4.07,4.35,4.34,4.79,0.00,0.00,1.13,"",0,0.0,1,7.7,1,7.1,0,0.0,40458,16.9,0,0.0,0,0.0,152,11.6
"01091","3","1024","73","0","2024","1","N",1,0,0,0,0,0,0,0,"N",4.43,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01091","5","1024","73","0","2024","1","",43,746,747,755,10780443,5879629,15675,1107,"",0.36,0.70,0.70,0.70,0.55,0.69,0.47,0.78,"",2,4.9,-60,-7.4,-52,-6.5,-41,-5.2,-447536,-4.0,89480,1.5,-3311,-17.4,28,2.6
"01093","5","1024","73","0","2024","1","",48,157,157,160,1621312,980272,6035,789,"",0.33,0.11,0.10,0.11,0.07,0.08,0.11,0.63,"",5,11.6,-541,-77.5,-532,-77.2,-408,-71.8,-1935342,-54.4,-2085296,-68.0,-25829,-81.1,369,87.9
"01095","1","1024","73","0","2024","1","",1,8,8,9,129610,0,0,1196,"",3.08,0.42,0.42,0.47,0.45,0.00,0.00,1.03,"",0,0.0,0,0.0,0,0.0,1,12.5,5603,4.5,0,0.0,0,0.0,4,0.3
"01095","3","1024","73","0","2024","1","N",3,0,0,0,0,0,0,0,"N",2.96,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01095","5","1024","73","0","2024","1","",327,2926,2966,2946,46299497,21570066,83567,1209,"",0.61,0.50,0.50,0.50,0.48,0.44,0.43,0.96,"",24,7.9,-20,-0.7,-33,-1.1,-106,-3.5,4973002,12.0,-49881,-0.2,-6858,-7.6,149,14.1
"01097","1","1024","73","0","2024","1","",3,643,649,651,15584790,0,0,1851,"",1.92,7.95,8.00,8.02,10.02,0.00,0.00,1.25,"",0,0.0,5,0.8,12,1.9,14,2.2,856754,5.8,0,0.0,0,0.0,73,4.1
"01097","3","1024","73","0","2024","1","",8,40,40,40,692612,40000,680,1332,"",1.64,0.37,0.36,0.36,0.50,0.23,0.81,1.36,"",-3,-27.3,4,11.1,3,8.1,3,8.1,72243,11.6,21769,119.4,188,38.2,31,2.4
"01097","5","1024","73","0","2024","1","",2054,20110,20163,20173,327609691,142227488,827087,1251,"",0.80,0.80,0.80,0.80,0.63,0.71,0.78,0.78,"",106,5.4,-406,-2.0,-850,-4.0,-661,-3.2,7922572,2.5,-1481753,-1.0,-234465,-22.1,68,5.7
"01099","1","1024","73","0","2024","1","",1,1,1,1,21506,0,0,1654,"",15.75,0.36,0.36,0.36,0.47,0.00,0.00,1.31,"",0,0.0,0,0.0,0,0.0,0,0.0,98,0.5,0,0.0,0,0.0,7,0.4
"01099","3","1024","73","0","2024","1","N",2,0,0,0,0,0,0,0,"N",10.07,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01099","5","1024","73","0","2024","1","",40,317,325,322,3927018,2154083,8437,940,"",0.38,0.37,0.37,0.37,0.26,0.32,0.27,0.69,"",3,8.1,5,1.6,16,5.2,8,2.5,113611,3.0,41211,2.0,-4019,-32.3,-1,-0.1
"01101","1","1024","73","0","2024","1","",4,12,12,11,171588,0,0,1131,"",4.37,0.19,0.19,0.18,0.15,0.00,0.00,0.78,"",0,0.0,-2,-14.3,-2,-14.3,-3,-21.4,-50346,-22.7,0,0.0,0,0.0,-88,-7.2
"01101","3","1024","73","0","2024","1","",12,186,190,193,4108316,1379261,18320,1666,"",4.19,2.22,2.26,2.29,3.91,11.82,34.27,1.73,"",5,71.4,127,215.3,129,211.5,131,211.3,2884506,235.7,1060899,333.2,9924,118.2,114,7.3
"01101","5","1024","73","0","2024","1","",1458,16792,17072,16968,234710058,116797141,658621,1066,"",0.97,0.88,0.89,0.88,0.60,0.87,0.97,0.68,"",74,5.3,103,0.6,-95,-0.6,-116,-0.7,3968472,1.7,-149843,-0.1,-110953,-14.4,21,2.0
"01103","1","1024","73","0","2024","1","",1,3,3,4,51198,0,0,1181,"",2.35,0.12,0.12,0.16,0.11,0.00,0.00,0.81,"",0,0.0,-1,-25.0,-1,-25.0,0,0.0,-14988,-22.6,0,0.0,0,0.0,-92,-7.2
"01103","3","1024","73","0","2024","1","",3,43,43,44,580096,0,0,1030,"",2.25,1.31,1.30,1.32,1.40,0.00,0.00,1.06,"",0,0.0,0,0.0,0,0.0,2,4.8,10109,1.8,0,0.0,0,0.0,2,0.2
"01103","5","1024","73","0","2024","1","",484,5498,5454,5562,72368202,39672265,187199,1011,"",0.69,0.73,0.72,0.73,0.46,0.60,0.66,0.64,"",34,7.6,141,2.6,103,1.9,94,1.7,-1953847,-2.6,222848,0.6,-66931,-26.3,-49,-4.6
"01105","5","1024","73","0","2024","1","",20,125,135,134,1779503,982892,8016,1042,"",0.52,0.48,0.51,0.50,0.48,0.60,0.73,0.96,"",0,0.0,-25,-16.7,-6,-4.3,-7,-5.0,277813,18.5,23735,2.5,943,13.3,240,29.9
"01107","1","1024","73","0","2024","1","",1,6,6,6,125572,0,0,1610,"",19.84,3.45,3.42,3.42,4.66,0.00,0.00,1.36,"",0,0.0,0,0.0,0,0.0,0,0.0,10894,9.5,0,0.0,0,0.0,140,9.5
